ID,Target
VC4fyNsDO9j3kOZ7,To all Christian people to whome this psent writinge shall come know ye yt I John
3NyZ0vCSVx2mWPFY,pay unto him five hundred pounds Sterl. part of the Port
4djkWNdRfrCQBFMC,merchantable cotton wooll that the aforesaid thirty acres of land is not formerly mortgaged
C0BJGnJUYzHLYHjw,Singular the premisses with the Appurtenances
AMQB9QlyeAJq0wvk,heires executors administrators and assignes for ever without
jlLJjhbNXmxOWjt5,"by these presents, that all and singuler the premises, now are and soe shall forever"
JesQeqgmULF8vwiQ,apptening unto him ye sd Benjamin Andrew his heires Exrs admrs or assignes for evr
ejDLHm5h4lWWqiJR,lyeinge windward of Edward Browne and adjoyninge upon
UL8ikhp4e6Ec55fN,The bill of Sale on the other side was this acknowledged
3Q3jk3jlXTdAttUX,wch is due to us or either of us from Thomas Wall Willm Bradshaw and Wm Wilcocks
Np9cR4uy6Y8hyqIU,unto the said Thomas Wall his exers admistrs and assignes att his or their will and
OkjmIPbenQC9clb2,and Effectt of the Said Deed in the presence of us whose
ztxc2RjJlYUpgpqi,booke or other wayes and all and singuler w^tsoever my said
ggux4tiyX0W3iPRj,agreed bargained and sould unto John Curtis twentye acres of land adjoining leeward to
bomhHnAf3YeSmp0P,administrators or assignes shall well and truely pay or caused to
mUep3DpDetxco8e1,of them ye said Christopher Lyne and Elizabeth his wife
sb6H0XxGZGCFcs5P,more or lesse or there aboutes accordinge to the bounds withall profitts comodities
bCnqDIE4YWoUwthr,"Exec:^rs Adm:^rs and assignes, That if the Said Richard"
HvLmggaMTeLY1m5K,for them before delivery which the said agents on behalf of the said company
rLcW2ctSM1dpERkM,Reeve and George Read to be performed the abovesaid Richard
FUQEsJR1UFDadEJJ,inst rents & dues as shal be come due from the said
t69q7vZgYrY7nBFW,or may accur or arise to the said appearer or any of them therein
fotfkvVpPZH1S75X,being received of the said m^r Abraham Chapman
yEPSBtKigueT63YI,for and in consideracon of the some of the some of foure thousand pounds of
crGEocrxhLquvVGA,Stephen hath hereunto put his hand and seale
ZAySEi2vlgtwlTB4,admistrs and assignes all our parte of that twenty acres of land fallen
fZyQb4BQmKk9oeH7,"Executors, and Administrators doe Covenant, grant"
HthoIQphlDBcFIXp,God that hee did See the within named James: Keith an
KuxK31gOkAHfocFH,"in habitance in feesimple, And hath in himself good -"
wFDxzNUskXMHtZea,"appointed for payment of the rent as aforesaid, and if it shall happe"
IpxyMLLEWhlwjXc1,Willm: Cumplin a Constable by a Ishams warrant
ZfIICfPh1tHBcd3P,the lett trouble hinderance or molestacon of by or from any
OuEGYmMT09IcmEbn,Togeather with all the houses Edifices building eas
rs063BLUtxNXz7qJ,Gent am become bound & engaged in one bond o^r specialtie betwix ye date
sTyVL2nCeZrDPJFw,written Deede of sale to the use therein expressed
6WmaDed2Ie5WBKVk,Provided nevertheless That This Grant and Confirmacon
tXHgjWYslgfsbYJR,have hereunto sett my hand and seale this foure and twentieth day of
THZWM5WJ8LJFTJ52,them In testimony whereof ye said John Cooke
f0hic7FbgHSQbSvO,This 25:^th day of November 1674 made oath
EmgbnkOsfE2htYzE,former bargaines Sales guifts grants leases feoffmts : mortgages Judgmts : Execucons
CZaeT06qk4B29Qib,particular & private debts & duties aforesaid In Witness whereof ye
nD0ymFgvn0LWHG2u,John Smith of the Pish of S^t James in the Island of Barbados carpenter of
8uwnh2ScFmF5elja,Costs and Damages that may be Comemed and arrea ag
6XBathpqHldH83Zq,this Island of Barbados have or did tender to the said Appearer
sBYwHvRVCJxz0txf,"payments, tenders, and Receipts of moneyes"
X9iBG63d1hHjtkku,Ford his heires executors administrators & assignes to enter upon possess & enioye as his
WvicwIv0Pl1XRDSE,To all Xpian People to whome theis prsents shall come greeting in our Lord God Everlasting
WyjGNFSmwgHMZykj,debts in the Island of Barbados in the parts beyond the
XvlEjHDVybUpjaG6,To All Christian people to whom thise present writing
eZG1CxzYLlB5S5Li,Intr Ut Supra -Signed by- Gyles Jenkins -
s6HN2J1KWvNzw7sA,Sealed and delivered in the presence of John Gregory Thomas clarke
aQHPYQFW9ktqEGp1,Land be it more or be it lesse being Butting and
ZhAsYXrTBA0GrZEg,Assines To and for the recovering obtaining
j2LurOY7wQORapJ7,wise appteyninge To have & to hould the sd Moyetie or halfe
QUi3QTPXo3RN2M7o,edifices and buildings upon ye said land erected -
1oHGkWjXggtZVvCF,Benjamin Wright his heires Ex^rs Adm^rs or assignes or assignes or any of
ctrKB2ty7ejUNoKd,hereunto moving but principally and more especially for and in Con
1RVuCVydhJZXHoar,"Slaues viz^t eight men negroes named old mingo, Young Mingo-"
P3BeMsw0GJEc732E,part or parcel thereof the Invacon of the forraigne enimye excepted &
uSaaRnyLguxN3qlJ,the said Capt James Futter his heires and assignes forever provided always that in
6o0C4w7bAdzGxpyf,or thereabouts to be delivered unto His and W^m and Thomas or their assignes with the said
YOB1qMVWwkwqKYlb,hundred thirty Eight tobaccoe due to Mr Mathew Willet & the same
MwUzVCGmj8nKSPVY,Matthew Greene the aforesaid Land & premises and every part & parce 
jlsaq14SPRnlAggI,and To Hold the said twentie acres of land to them the said James
fegDvq4KqsKvEPsk,of these presents Inwitness whereof wee have thereunto set our hands & sea 
IcNepOR6soVfBgWO,and find all to contayne seaventy and three acres according to the statute measure of England
bvNtQfVwBFheDCun,Eviccon or hinderance whatsoever of him the said Richard Willi
YYLWa2J8KZyrX9Ly,ssignes and every of them freely and absolutely
JalL0RUsqS0y41i5,"Second by the grace of God of England, Scotland,"
yakxcIlR15AgfWkn,maner of thing +things whatsoever now thereon growinge + being or any
eSC9eMR9O9e5yo7Z,"now or late of Richard: Howard, upon the Lands of"
pLl5zyMnE21azoi0,hatchetts two howes two cotton baggs and a paire of bedsteads
jC3LYWViPYtzpjb5,To have and to hold the said parcell of land with the breath aforesaid
cC6ZKPmuMEGj9dCg,& Charles Wilson to have and to hold to ye abovesd Jo Gunning his heires Exrs Admrs or ass
A3HYU3omvwSCaZFC,At thirty days sight Pay my first Exchange my second and third
btXc5htjqD774Z6n,parsell thereof to ye onely use and behalfe of the sayde George Greene
48MQ0jL6VMY8UJpn,tunes of Sugar Barbados as tunnage and fifty bags of cotton two
n1oDC215ogiNEm48,"Richard Fawcett, Thomas Clarke, W^m Bluant"
xvDyStDxA2P2X17z,thereof Doth hereby Acquitt and Discharge the said George
1vRG2yH4TcqSmMqj,Nicholas Rice North togeather with all the houses
9JvRXcUlofW9i70R,of Febuary 1641 - Sealed and delivered in the presence
OJhRQ83sCjOmDnwA,Gent for a valuable consideracon to me in hand paid and
rfsOMe2VudDAXl3O,the condicon of this obligacon is such that if the above named Henry
Vf0sgib9T70aFqO7,and either of them theire and either of their heyrs of  
KIOp1Y9WPWuNARA6,Comander of the ship called etu William which Appear did
xqfxQ5PkdzOtUSWo,like cotton wool Ano 1642. And three thousand first day of June after And lastly three
o5bo2OIsyMgRlJgx,Sterling money of Barbados to mee in hand paid & secured to be
ORKkWTLEdtXunH9B,signe seale and as his act and deed deliver th
isjAKVuE4uo1SIve,Vertu^e of ffull power and Authority unto me granted from his most Sacred
xpPakfrXzwQzzLmH,w.^th the s^d Thomas Crosse & John Lastilas theire heires executors administrators
zGccciTvZEHDjM5G,recorded nlt: have taken and freighted the shipp called the Metior of Wover of Nathaniell
tCBJ8f93Glz084Gm,writeing under their hands and seales had and made between them haveing
qLAsM04P89Hwzbhl,of the sume of six hundred pounds of Tobaccoe in hand received as also for
6ErMq1Ryw1OnL1Gs,presents doe give grant bargaine and sell unto Thomas Macolley aforesaid his
UDOQSw2eYIzn9B0n,the recovery receiveing acquitting or dischargeing of the premisses shall be requisite
11iuHKmFVcYPIuRH,Tobias Foote of the Island of Barbados Planter for full satisfaction
IMAXPyAav6pslHfy,St michaells in the Island aforesaid containing in measure thirty
INWVUFR8NU0fCC5X,"meanes, assent, consent acte or procurement and I the sayde Anthony"
OKnxmKgOapGPXLeS,"Greeting in o^r Lord God everlasting , know ye that"
ZiZWgpelxejKZpXf,any other pson or psons whatsovr claymeing or ptending any right title
GwhdWP8hCtKVaDvp,hereunto sett our hands and seales this xvi^th day of November Anno Domi 1639
j3m24ehi8mj7TCsX,for the use or uses benefitt or behoofe formerly expressed acording
SUHOikQqiZVhzIjA,breadeth north and south 75 Poole The corner trees marked.
9bVFZcBcbFr8yg1r,man servant named Howlett one boy called
H7nLSXKRFVK1ITr1,Enemy expected In witness whereof I have hereunto sett my hand
uDMih4ThyivbzSZL,Comander of the ship St. Robert and company did plunder
yuOHmE0mTFMTlEsU,said Morgan Powell my heires exers administrators or anie other person
XN6E32VUdTiHnJuQ,1647 of Barbados Mchants Joyntly & servally wth our Joynt and Servall heires Exrs & adrs
UpwQWMO0k03nTAgo,before had from Walter Powell of the said Island planter doe hereby
8ZMhpQyD4Qu8M8g6,Westward in length one hundred twenty and one
1s8Yupy1sNKzgTdF,whatsoever will warrant and by these presents
zl54SNMfCkgFs8kM,"p^rmisses for ever more w^th,, out the lett hindrance deniall"
eNsUTM0DLAOMvIyE,to say fower thousand pounds of the like condiconed cotton att or on the
OJtuqPDbTO1uaObw,"for Ever, one fourth part of ^all that plantacon Scit"
yjuEwa1rkltz3qWd,date at Westminster the fower and twentieth day of ffeb^ry
mhHgNx3WIGoDXOQn,bee in the yeare of our Lord God 1642 at a convenient storehouse by the seaside
TBkSCwCcU36wNBrO,twenty acres or thereabouts fallen and unfallen situate lyeing and being in Christ Church
M9wBW3SDiQfFyYXe,ye said Stephen Thody for ye consideration ~
OjZ3YibcJTPhbYbg,"enfeoffed and confirmed, and by these presents doe fully clearly"
8RljdKCx8vRbzgDX,the date hereof To the only use & behoofe of them the
YYARFiOtpqQjTBYy,To all Xpian people to whome theis presents ^writeinge shall come Michaell Cooke of the
lxumDhqQ3FH9OuMy,or any other plantacon that the said Richard shall come to live on but not to cally am
JUgQhXGbQJZlKPVo,"if I the saide Mary: Sanders my heyes, Exec:^rs Adm:^rs or -"
jnnZVmVPaxU2KgRY,posses and every all and singular the premisses and there appurtenances and
l063vbDUyBBc7yKP,hold the saide Plantacon Lands tenem:^ts negre
PT3AenHi7AYJEcNX,for ever and we ye sd Tho Merricks & Adam Morgan doth by
Pom37V7sjiunLo8N,to whom & as the said Othniell shall dirrect or appoint the Same
MazVb1Mh2FXwcDvh,"P the Grace of God of England , Scotland , Ffrance , and"
wJfMMYu3yasAyXfU,bargained and sould Audley this pnts doe give grant bargaine and sell unto John Holland
pVGFW0NPc1GUemR8,foure thousand and ffive hundred pounds of Lawfu
8AwC3HmCSePRxg9Y,"Sandiford and Edmund Sandiford appeared be fore me, and"
uUl0TMCWNKnTqM2A,March In any of the said yeares from the day
pyseFPAu9SKib610,"called Peeter, Robin, Nick, Mary, Phillis, Priscill"
RWUXQR1iOg5OPctY,standing or growinge to them the aforesaid John Robert and Wm their heires exers admistrs and
ro7qE721txjtvUw1,before then sealinge and delivery hereof doth remise release and forever
d6XfPKoIVU27c66l,nyne as alsoe another bill of fifteene hundred pounds of cotton beareing date w^th theis
uKAotL71WbWb7fLC,before Rehearsed and thereunto Belonging to
kaACSMEscosTsS3D,admistrs and assignes forever without the lett suite trouble or denyall of mee the said Thomas
Ahet7zqqyTPf9gL2,to have & to hold the foresd Twentie acres unto him
fGa0q4XicRjkmauX,Sold aliened Conveyed enfeoffed and Confirmed And doe
VV5UwnA5P2GjkloN,any manner of right title or interest in or to ye sd pr bargained prmiss or any pt
9W3yiUxodnd4ir2e,Parcell of Land Conteyneing by Estimacon foure and
JVJAVgXOKwRDSQB4,"William Hilliard  Deft the deft to delivr to the pl^t,, one man servant w^th the"
3KE4wDpnX0BJXPWl,In Witness whereof Shee the Said Madam Katherine Be
spfNiCspZflABAwz,said John Burrows and my heires ye said granted
7Ei4U1aODW1oJ3T2,us hereunder witten as wittnes our hands this 19^th day of ~
vlohjckhLew1bXwF,in the said will and that he had heard of the Kings grant or Lease
eventWQyxdITQAuS,the said shipps hire the said Appearer further
XtSzA1aS8OyoGTY0,"heyres & Assignes, immediately at the Day of the"
dPqW0hdkDzEtEV8W,Everlastinge Know yee that I the said Bennett Allett for and in consideracon of
QYjkphcuKiCqxlnJ,other Pson or Psons whatsoever lawfully haveing or claymeinge from by or under
dqZ9oGgZDCNM4VG7,To all xpian people to whome these presents
JoCtrXreXFkorwBX,thereof doe for myself my heires exe^rs Ad^rs & ass bgaine sold
bx3M3TnlqSeIoiRV,Twenty Feet in breadth a little more or Less and in Length from I the said Aree
ZOatEE55qiuQIx9N,To all Xpian People to whome theirs prsents shall come Henry Voadar and
cuwMP4psiMzEQhQe,and administrators for ever by these presents Hath granted bargained sold
R6iYPb7MHFiHtXH6,This Indenture ^ made this twenty fifth day
3sxH9rFtmZzlhTmb,Anthoney Terrell all that my plantacon late purchased of one William
a2vobEfkl6Ac3d5J,dues duties claymes demands or Incumbrances whatsovr:
IQUTEJsjQSEEvguo,Executo^rs administrat.^rs and assignes shall a
NRC3nf5giWhLUyw9,*lynes adjoyneing on John Lawrensons plantacon and the foot - lyne upon the *llyle and
BzslBC3Y4o34xeZj,Eustace Hatch his heires & assignes for evy: the above named
UQtvTDQLHHK4rW5i,engaged and mortgage the above menc^oed xx^ty acres of Land withall and
XRRpqOq44BAzgcwg,theire owne proper Cost andCharges plant or cause to bee planted upon some part of
3wDD4BlRA4iyp8zC,hereunto sett my hand and seale the 17^th day of June 1659
dBKofM1BpbY2p7NM,and Jon Robinson windward and butting upon the land wch was
DmBEKU1M4df04aiP,"Thomas x^ Sign Vyntton, Richard Credge"
69p7rZuelMHjMPVq,before the moneth of November which shall bee in 
5TTXn3gECMavptc6,recovery discharged also or other wayes well and Sufficiently
XIMZRt7YnoPiFA2m,Greetinge in Our Lord God Evlastinge Know ye yt I the
hKEIOZXLyI4eiyzA,"Deed, the said Elizabeth acknowledging"
6XmBlLjsuZMQIKET,that his parcell of Land Lyeing and being in the Sai
LLuAmVR5uoXhuogp,planters for good and valuable consideracons us thereunto moveinge Have granted
cJdOKPGNYChD5oPo,that is y^e said Robert Hollings shall be minded to Learne off
yDOQHhRfQZ0bIZ87,warrant and for ever Defend by these pnts And the
JdAQeZUNdjipeRhz,Johnstone his heires Executors Admrs & assigns forever. with
cfzujCAf7oAQJetL,or more under him or them to revoake at his will and pleasure
KOeFDGxdF2KkxkqX,their heires & assignes & evy of them yt they the sd Stephen Tho James & Martin Noell
yuAlAcaJaxLIbQ3h,Rous of the parrish of S:^t Johns w:^ch Execution w
Z8LokcFZ1YWTcK94,Have given granted bargained and sould and by these
PAGFQarUDULAzQP2,currant money of England to him in hand by the said George
qErfwW1f1BVojNuB,the day and yeare first above written : . the mar
QOpmX7bZjB92Ow7V,five pounds att ye house of Edmunds Keysar the 1^st Nov^r 1640
cV7NRWoBFjWP8v5c,Delivery thereof was owner & Seized of the P^rmises in fee & had pers 
EQUdngFutoHbXl4C,me my heires executors and administrators for divers good causes
BY7CP8pVWx0mJqQi,had made comitted and done by from or under
wEIYFw6KGuyrlbuM,every part and pcell thereof Together with all the profitts and comodities whatsoever
qMBQQmXN4YiZXSsm,convenient storehouse neare the seaside and for the better securitie I
VOBXTUIBGh34hetY,assigns yt he shall & may peaceably & quietly possesse
CrpQuvnD9Mvb6SiP,lands of Capt^n Thomas Ellis in the parish of S^t James To have and to hould
JyvxZH143hyDwWNl,being four hundred negros and hath brought but one hundred
klGWOini4uRn1tGQ,thereunto belonging the which Land or Ground
ZMDkoUybjsYsBWV1,ially for my intire affection and care have given granted passed
rp4H5pJTa7wJSk7A,one Morgan Powell tenant in the sd lands together with all houses
RoG6xCT4KjHkzZjV,Sand Four hundred pounds of musc:^o Sugar to mee paid an
3QRn6pjkjOSX0CoS,unto M^r Revell thirty tunne of baske thiese said goods was to the
b7HjDFQcuzrzh7RV,& for ye accompt of Mr Roger Pill & then att ye arrivall of her
oPj6r0jedkYtMV0K,aforesaid have hereunto sett o^r hands & seales. This sixteenth day of Novembres Anno Dom 1642
ZANKTAgUUXmhv1kT,the above bargained premisses unto the abovesiad Richd
2GVTk6xsn89eHnZ0,whatsoever had made comitted or done by the said Richard Seawell his
GjqXnDwNzHVzIRBl,"othere pson or psons whatsoever, by my meanes, act, title"
RGhk1U3NC8ThYLiQ,Hartley did then and there make answere that hee the
9acI3ilidwpiVkcI,Side of these presents before Signeing -
7ZHsmcYMGHSoNkRc,Junii 21st 1644| To all Christian people to whome theise pnts shall come greetinge
pW2d1LV7gleGujE5,known and manifest unto all Christian people that upon the
TgNODagxcUgKBFM2,thereunto belonging To have and to hold the prebargained
ppLPLXWGkskyzQjg,Phillips in the said Island and conteyning by estimation two
ovO0ctCAoK4kInXO,ponds privileges commodities & advantages unto ye Same any ways ariseing
tanz0KqG2QfQhlPA,on or abouts the foure and twentyeth day of July one thousand
puiTYVFR8BZlYZwv,"~Add~ Anderson, To have and to hold the afores"
q7i5BfOXzAQArEeb,yeare of the Reigne of our Souereigne Lord Charles the
msrIuXCQhrjkrha9,the prmises to doe say pursue implead seaze requested attach arrest imprison and
0pAcgRa77LVPNKpY,Scituate in the towne of St Michaells at this Island
1OQyYV09ehJBG33b,the same And in witnes whereof I have hereunto
REsL1mjwfhqSYLDH,of land conteyneing Thirty & six Acres of Land or thereabouts
HYZAZH2isRdweAyw,of land with five men servantes and one maid servantes for the
HEbMU8OlL2vgARkJ,"upon the Land of the s^d: Nicholas Campion, East upon"
AN58NPhn9jW23OLp,in time and place as of right shall appertaine
mnXyL0hflG6LUHhk,right title or interest unto the aforesd forty acres of land or any pte
Lsheu7397XAncjLu,one hundred pounds and fiftye of Cotton neett for the use of the 
zUbnjmuGteIYalNu,send Greetinge Know ye yt I the sd Jon Bonner for & in
MO5lseB8OgfMw3rc,"of Octobe 1675 Johns in the Island of Barbados Gent, Sendeth"
ckVIKetfzSh1iUJr,of Barbados planter sendeth greetinge in our Lord God Everlastinge Knowe yee
YErAYWX2JPimutA3,Shall come Send greeting In our Lord God ever lasting Knowe ye that
ysa9Bsfjm7S8YVPe,three pounds fifteen shillings & Nine pence
gvtuikU8BYO9FPul,his heires exers and assignes forever In witness whereof I have hereunto sett my hand
9aQEBvblq4ekRW2a,be by the ptie deceased by his will in Writinge or otherwise be Expressed
BLvb21REZlvMlwcg,Gentl: of the other part: Wittnesseth That the Saide Thomas
zMKau0vJu9w6FYxL,Concerning or by reason of any action suit non suite pceeding
vxS3klyteViqy95x,premises with their and euery of their up
vq3qKZ8XFNTUhl5C,& joyninge to ye land of the Welchmans folly & adjoyninge to ye land
B6XjP7K6kueJI8Uh,1647 Imps to a debt Captn: Geo Richardson past for to Mr Jackson Stiller 42 0000
qugjl5q3tqeXGLNE,"John Bradshawe David Jeffes  sign x W^m Vittrey, Symon Harper"
qAfF4vjc4ipGMF9r,and buildinges with three servants for the tyme they have to save and
lbTdtygujA5uqy80,unto the same belonginge or appertaininge unto them the said William Townes-
nq4AeeHMFHFmCjHl,Dumesnell - to - our Soverigne Lord King Charles the Second of England
5zRUeTPWyqhCbavm,singlr: ye debts Dues somes or quantities of Tobaccoe
TBVUAtdu7OM4KEOR,and John Johnson his Agents or ffacto:^r and all other the
7RlGPPe4BI8Kyaay,Baird there shall be due acceptance And due paym^t made of
a8xYoGsr4Qqt15Y6,selves either to other theire heires executors and admintrs in one hundred
1LsMAGOsnBq0wVpH,To all Xpian people to whome theise prsents shall come greetinge Knowe
TPdI4dn8HUGKOWUV,Proved before me by M^r Rich: Andrewes this 26^th March 1659
hWddOaByuIsGs999,To all Xpian people to whome these presents shall come to-
V4lGCqOjZxAuz956,"aforesaid To Have , Hold , Receive , perceive"
rNLIce5nUCBJo5AF,exceutors Admrs: & assignes or any his or their meanes or ~~~
F7Ff2FSbmcwAGC6d,covenant & grant to & with ye sd William Drax his heires
uj7Pzt6jW4VrnCtj,Signe Seale and Deliver the within writeing as  
FvcrsYHZbzPpOlqr,"Thomas Colleton & Jn,^o Reid and tentred according"
NQJ8xfzwjlQHF4nu,Advantages and Appertunances whatsoever to
YpjAEkCppj4AiCC6,His Master under God for this present voyage John Philpott and
4kJHoznTvI8dQxWn,Their heires haveing or lawfully Claymeing to
UCmTes0kh1EQvyir,"Severall goods and M^rchandizes bound for Virginia, and in"
RkBY1IMdbNG2B9Rd,Roger Burch This first day of July 1681 ffarrell Mackward
KkjuePEr3FulMrNC,of these p^rsents are Lawfully Surely Sol 
oQW1edazs9RNntXU,I Thomas Burke for divers good causes and consideracons me hereunto
NRsUkHKPQQUtAtkb,Stocke househould stuffe and other goods menconed and expressed in an
75rzCAeDbMKxhfWc,sixty and one made between the said Thomas
SL9zBwTQiNt0Hm2c,Sattisfaction to be rendred for the Same In Witness where of the
DCWI3Rk4cvG63OjM,is personally appeared in the secretarys office of the Island Barbados
EnUTikV903RGpAaR,Islands afore said or at worst to have the advantage of a trade winds
bGXbA2Pne8UpLvNP,his Honored ffather the said William James one third pa
OW8LN9cCzfLhWOGh,profitts priviledges and appurtenances unto the same
VoCYS8kgnGzYvZJN,other the bargained pmises as in the s^d schedule or Inventory hereunto annexed is
EHkQzt3GEhocddlv,writting as be his discharge according to ye within -
mjt21n9iMJnLwriU,whereon I lived and together with all liberties easmt^s pfitts + comodities
9cCJ5RJR4SAKGV13,in ye pishof S^t Michaells neare ye place
RnfSxbpkgMGxWL0R,and confirmed and by Vertue of these presents doe ~
jIzCSPkd77jXccMv,and for the true pformance hereof wee the sd W^m Baldwine and Tho
Zy4Eb89rUP5ucj2p,Crispe two thousand five hundred pounds of good and merchantable cotton
dkyayq7YYDsBS9UY,in the said Brick house as aforesaid Shall be & amount
PbN7AgFVWN7IgOCG,our heires execr^s administrato^rs ye afore s^d land butting leward of M^r
0PPIgSLnC18UBGtX,"All ye dunghill fowles, three hens and one cocke excepted"
ZnAFa9tOkvOtRNBN,pay ment of elevn thousand pounds of good neat and well cleered cotton
w7evzbKwhrUi7DEd,these are to Corlisio that Rob:^t Cole had on bear
ST1nH2w8W5BhBlSD,"of Stephen: Gibbs Chirurgion, South on the lands of Thoma "
lU0igyQMM4uG4yAM,"lett or sett ~over~ the said plantac""on or the stocke or appurtenance bought untill"
0GpYQYyZqpV8fBFV,5^0 die July Barbados this 2 day of January 1643
bhgU4jvOaePGz1Oc,penall sume of eight thousand pounds of the like condiconed
X45z2YGR6He46kFL,"Act, and Deed Given under my hand the 31^th. 8 .^ber 1693."
3FQcedBxmzcwsYU0,Inmates and other Charges And also payin
80WGNlTG5Mh5tRn0,"prove the Said Will, and did take upon them the execon"
EC06U91KV2mZpop1,paym.^t being two hundred pounds Sterl: to be paid and
P4chgRiCnIo2fQ8H,to and in the said three Acres of Land with the prebargained-
oRKzLbru2nVXQL3l,"the plantac""on of Wm: Land all windward and to the Gulle"
ruh1NzFI3CFJGZcX,to the Said Appearer or his Owners for or by
lfjerzft3TC3AHnQ,Where As I the said Ralph Wyatt upon the day of the date of these presents
DnNQujp3jIx9xwJb,place bordwinder hime his heires executors administrators
u39hfeqkUqhksSZG,pounds Lik money at the begining of Every Six months from the
yxCgB1YGLTBPifmj,"Chamberlaine surveyor, beareing date the twenty Seventh Day of June"
NU5Mv17Kc03bfc8P,the cropp of corn thereon now groweing onely excepted unto the sole and proper use of the
